Dialect,ID,English,Transliteration,Arabic,tags
Algerian,B-04-06,What is your rank / title?,waashnoo heeya iR- Rutba ntaa’ek?,واشْنوهي الرُتْبَة نْتَاعَك؟,military
Algerian,B-04-07,What is your nationality?,waash il-jinseeya ntaa’ek?,واش الجِنْسِيَ نتَاعَك؟,military
Algerian,B-04-08,Do you have any identification papers?,‘andek kaaR danteetee?,عَنْدَك كَارْدَنْتيتي,military
Algerian,B-04-09,Do you have a passport?,‘andek paaspoR?,عَندَك باسبور؟,military
Algerian,B-04-10,What is your job?,waash teKhdam?,وَاشْ تَخْدَ م؟,military
Algerian,B-04-11,Who is in charge?,shkoon il-mas-ool?,شكون المَسؤول؟,military
Algerian,B-04-12,Where do you serve?,ween teKhdam?,وينْ تَخْدَمْ؟,military
Algerian,B-04-13,Which group are you in?,inta min wash majmoo’a?,أنتَ مَنْ وَشْ مَجْمُوعَ؟,military
Algerian,B-04-14,Answer the questions.,jaawub ‘aal as-eela,جاوُب عَالْ الَأسْئِلَ,military
Algerian,B-04-15,Where are you from?,mneenek?,منينَك؟,military
Algerian,B-04-16,Do you understand?,f-hemt?,فَهَمْت؟,military
Algerian,B-04-17,I don’t understand.,maa f-hamtsh,ما فَهَمْتْشْ,military
Algerian,B-04-18,How much?,bish-Haal?,بَشْحَالْ؟,military
Algerian,B-04-19,How many?,sh-Haal?,شْحَالْ؟,military
Algerian,B-04-20,Repeat it.,‘aawud-haa,عَاوُدْها,military
Algerian,B-04-21,Where is ___?,ween ___?,وين ___؟,military
Algerian,B-04-22,What direction?,amaa jeeha?,أمََا جِيهَا,military
Algerian,B-04-23,Is it far?,b-’eed?,بْعيدْ؟,military
Algerian,B-04-24,Are there armed men near here?,kaayin naas mselHeen qeRaab min hnaa?,كايَنْ نَاسْ مْسَلْحين قْرابْ مَنْ هْنا؟,military
Algerian,B-04-25,Where did they go?,ween RaaHoo?,وين رَاحُو؟,military
Algerian,B-04-26,What weapons?,waash min slaaH?,واشمَن سلاح؟,military
Algerian,B-04-27,Speak slowly.,ah-deR bla’qel,أهْدَرْ بْلعَْقَلْ,military
Algerian,B-04-28,Where is your unit?,ween Raahee looneetee taa’ek?,وينْ راهي لوُنيتي تاعَكْ؟,military
Algerian,B-04-29,Where did you see them?,ween shuft-hum?,وينْ شُفْتْهُمْ؟,military
Algerian,B-04-30,Where is your family?,ween Raahee faameeltek?,وين راهي فاميلتَك؟,military
Algerian,B-05-01,0  Zero,SifR,صِفر,military
Algerian,B-05-02,1  One,waaHed,وَاحَدْ,military
Algerian,B-05-03,2  Two,zooj,زُوجْ,military
Algerian,B-05-04,3  Three,tlaata,تْلَا تَ,military
Algerian,B-05-05,4  Four,Rab’a,رَبْعَ,military
Algerian,B-05-06,5  Five,Khamsa,خَمْسَ,military
Algerian,B-05-07,6  Six,sita,سَتَ,military
Algerian,B-05-08,7  Seven,sib’a,سَبْعَ,military
Algerian,B-05-09,8  Eight,tmenya,تْمَنْيَ,military
Algerian,B-05-10,9  Nine,tis’a,تَسْعَ,military
Algerian,B-05-11,10  Ten,‘ashRa,عَشْرَ,military
Algerian,B-05-12,11  Eleven,Hdaash,حْدَاشْ,military
Algerian,B-05-13,12  Twelve,Tnaash,طْنَاشْ,military
Algerian,B-05-14,13  Thirteen,telaTaash,تَلطََاشْ,military
Algerian,B-05-15,14  Fourteen,aRba’taash,ارْبَعْطَاشْ,military
Algerian,B-05-16,15  Fifteen,KhamaSTaash,خْمَصْطَاشْ,military
Algerian,B-05-17,16  Sixteen,SeTaash,صَطَاشْ,military
Algerian,B-05-18,17  Seventeen,Sba’Taash,صْبَعْطَاشْ,military
Algerian,B-05-19,18  Eighteen,temanTaash,تَمَنْطَاشْ,military
Algerian,B-05-20,19  Nineteen,tsa’Taash,تْسَعْطَاشْ,military
Algerian,B-05-21,20  Twenty,‘eshReen,عُشْرينْ,military
Algerian,B-05-22,30  Thirty,tlaateen,تْلَا تينْ,military
Algerian,B-05-23,40  Forty,Rab’een,رَبْعينْ,military
Algerian,B-05-24,50  Fifty,Khamseen,خَمْسينْ,military
Algerian,B-05-25,60  Sixty,siteen,سَتينْ,military
Algerian,B-05-26,70  Seventy,seb’een,سَبْعينْ,military
Algerian,B-05-27,80  Eighty,tmaaneen,تْمَا نينْ,military
Algerian,B-05-28,90  Ninety,tis’een,تَسْعينْ,military
Algerian,B-05-29,100  One Hundred,mya,مْيَ,military
Algerian,B-05-30,"1,000  One Thousand",alf,ألَفْ,military
Algerian,B-05-31,"10,000  Ten Thousand",‘ashRa laaf,عَشْرَ لَافْ,military
Algerian,B-05-32,"100,000 Hundred Thousand",myaa telef,مْيَا تَلْفْ,military
Algerian,B-05-33,"1,000,000 Million",melyon,مَلْيوُنْ,military
Algerian,B-05-34,Plus,kthaR,كْثَرْ,military
Algerian,B-05-35,Minus,naaqeS,ناقِص,military
Algerian,B-05-36,More (than),kthaR min,كْثَرْ مَنْ,military
Algerian,B-05-37,Less (than),aqal min,أقََلْ مَنْ,military
Algerian,B-05-38,Approximately,taqReeb,تَقْريب,military
Algerian,B-05-39,First,il-loowel,اللوََلْ,military
Algerian,B-05-40,Second,it-taanee,التاني,military
Algerian,B-05-41,Third,it-taalit,التالت,military
Algerian,B-06-01,Sunday,il-Had,الحَدْ,military
Algerian,B-06-02,Monday,it-tineen,التْنينْ,military
Algerian,B-06-03,Tuesday,it-talaata,اتْلَاتَ,military
Algerian,B-06-04,Wednesday,laaRba’,لَارَبْعَ,military
Algerian,B-06-05,Thursday,il-Khmees,الخْميسْ,military
Algerian,B-06-06,Friday,il-jim’a,الجَمْعَ,military
Algerian,B-06-07,Saturday,is-sibt,السَبْتْ,military
Algerian,B-06-08,Yesterday,iI-baaReH,البَارَحْ,military
Algerian,B-06-09,Today,il-yoom,اليومْ,military
Algerian,B-06-10,Tomorrow,ghudwa,غُدوَ,military
Algerian,B-06-11,Day,nehaaR,نْهَارْ,military
Algerian,B-06-12,Night,il-leyl,الليلْ,military
Algerian,B-06-13,Week,is-smaana,السْمَانَ,military
Algerian,B-06-14,Month,ish-haR,الشْهَرْ,military
Algerian,B-06-15,Year,il-’aam,العَامْ,military
Algerian,B-06-16,Second,ith-thaaneeya,الثانِية,military
Algerian,B-06-17,Minute,dqeeqa,دْقيقَة,military
Algerian,B-06-18,Hour,saa’a,سَاعَة,military
Algerian,B-06-19,Morning,iS-SbaaH,الصْباحَْ,military
Algerian,B-06-20,Evening,il-leyl,الليلْ,military
Algerian,B-06-21,Noon,ad-duhooR,الدْهُورْ,military
Algerian,B-06-22,Afternoon,la’sheeya,لعَْشِيَ,military
Algerian,B-06-23,Midnight,Tenaash taa’ il-leyl,طْنَاشْ تَاعْ الليلْ,military
Algerian,B-06-24,Now,Duk,ضُك,military
Algerian,B-06-25,Later,minbe’d,مَنْبَعْدْ,military
Algerian,B-07-01,Above / Over,‘laa,عْلىَ,military
Algerian,B-07-02,After / Past,leefaat / ba’d,ليفات / بعد,military
Algerian,B-07-03,Back / Behind,moR,مور,military
Algerian,B-07-04,Before / In front of / Forward,qbil / qudaam,قبِل / قُدامْ,military
Algerian,B-07-05,Between,been,بينْ,military
Algerian,B-07-06,Coordinates,in-nisaq,انَسَقْ,military
Algerian,B-07-07,Degrees,daRajaat,دَرَجات,military
Algerian,B-07-08,Down,taHt,تَحت,military
Algerian,B-07-09,East,ish-shaRq,الشَرْق,military
Algerian,B-07-10,Far,b’eed,بْعيدْ,military
Algerian,B-07-11,Longitude,KhaT Tool,خَط طول,military
Algerian,B-07-12,Left,leesRa,ليسْرَ,military
Algerian,B-07-13,Latitude,KhaT ‘aRD,خَط عَرْض,military
Algerian,B-07-14,My position is ___.,il-moqe’ deeyaalee ___,المَوْقِع ديالي___,military
Algerian,B-07-15,Near,qudaam,قُدَامْ,military
Algerian,B-07-16,North,ish-shamaal,الشَمال,military
Algerian,B-07-17,Northeast,shamaal shaRq,شَمال شَرق,military
Algerian,B-07-18,Northwest,shamaal ghaRb,شَمال غَرب,military
Algerian,B-07-19,Right,leemeen,ليمين,military
Algerian,B-07-20,South,janoob,جَنوب,military
Algerian,B-07-21,Southeast,janoob shaRq,جَنوب شَرق,military
Algerian,B-07-22,Southwest,janoob ghaRb,جَنوب غَرب,military
Algerian,B-07-23,Straight ahead,qbaala,قبالَ,military
Algerian,B-07-24,Under,taHt,تَحْتْ,military
Algerian,B-07-25,Up,foq,فوق,military
Algerian,B-07-26,West,il-ghaRb,الغَرْبْ,military
Algerian,B-08-01,Beach,lib-HaR,لبَْحَرْ,military
Algerian,B-08-02,Border,il-Hudood,الحُدُودْ,military
Algerian,B-08-03,Bridge,il-ganTaRa,القَنْطْرَ,military
Algerian,B-08-04,Camp,mu’askaR,مُعَسْكَر,military
Algerian,B-08-05,Dirt road,TaReeq maashee maKhdoom,طَريق مَاشِى مَخْدُومْ,military
Algerian,B-08-06,Forest,il-ghaaba,الغَابَ,military
Algerian,B-08-07,Harbor,meenaa,مينا,military
Algerian,B-08-08,Hill,til,تَلْ,military
Algerian,B-08-09,House,id-daaR,الدَارْ,military
Algerian,B-08-10,Lake,buHayRa,بحَُيْرَة,military
Algerian,B-08-11,Meadow,il-bHeeRa,البحيرَ,military
Algerian,B-08-12,Mountain,il-jbil,الجْبَلْ,military
Algerian,B-08-13,Ocean,il-muHeeT,المُحيط,military
Algerian,B-08-14,Path,iT-TaReeq,الطريق,military
Algerian,B-08-15,Paved road,TaReeq m’ebad,طَريقْ مْعَبَدْ,military
Algerian,B-08-16,Place,la-blaaSa,لبَْلَاصَ,military
Algerian,B-08-17,Position,moqe’,مَوْقِع,military
Algerian,B-08-18,River,il-waad,الوَادْ,military
Algerian,B-08-19,Road,iT-TaReeq,الطْريقْ,military
Algerian,B-08-20,Sea,le-bHaR,لبَْحَرْ,military
Algerian,B-08-21,Square,muRabe’,مُرَبع,military
Algerian,B-08-22,Tree,shijRa,شَجْرَ,military
Algerian,B-08-23,Valley,waadee,وادي,military
Algerian,B-08-24,Village,il-beelaaj,البيلاج,military
Algerian,B-08-25,Where?,ween?,وينْ,military
Algerian,B-09-01,Black,kHal,كْحَلْ,military
Algerian,B-09-02,Blue,zRaq,زْرَقْ,military
Algerian,B-09-03,Brown,qah-wee,قَهْوِي,military
Algerian,B-09-04,Gray,Ramaadee,رماديّ,military
Algerian,B-09-05,Green,KhDaR,خْضَرْ,military
Algerian,B-09-06,Orange,tcheenee,تشيني,military
Algerian,B-09-07,Purple,fyoolee,فيولي,military
Algerian,B-09-08,Red,HmaR,حْمَرْ,military
Algerian,B-09-09,White,byiD,بْيَضْ,military
Algerian,B-09-10,Yellow,SfaR,صْفَرْ,military
Algerian,B-09-11,Big,kbeeR,كْبيرْ,military
Algerian,B-09-12,Deep,ghaameq,غَامَقْ,military
Algerian,B-09-13,Long,Tweel,طْويلْ,military
Algerian,B-09-14,Narrow,Dayiq,ضَيَق,military
Algerian,B-09-15,Short (in height),qSeeR,قصير,military
Algerian,B-09-16,Short (in length),qSeeR,قصير,military
Algerian,B-09-17,"Small, little",SgheeR,صْغيرْ,military
Algerian,B-09-18,Tall,Tweel,طْويلْ,military
Algerian,B-09-19,Thick,Khsheen,خشين,military
Algerian,B-09-20,Thin,eRqeeq,رقيق,military
Algerian,B-09-21,Wide,waase’,وَاسَعْ,military
Algerian,B-09-22,Round,mdooweR,مدَوَر,military
Algerian,B-09-23,Straight,qbaala,قبالَ,military
Algerian,B-09-24,Square,muReba’,مُرَبَع,military
Algerian,B-09-25,Triangular,muthalathee,مُثَلثيّ,military
Algerian,B-09-26,Bitter,miR,مَرْ,military
Algerian,B-09-27,Fresh,fReeshk,فْريشْكْ,military
Algerian,B-09-28,Salty,maalaH,مَالحَْ,military
Algerian,B-09-29,Sour,HaamaD,حَامَضْ,military
Algerian,B-09-30,Spicy,HaaR,حار,military
Algerian,B-09-31,Sweet,Hloo,حلو,military
Algerian,B-09-32,Bad,maashee mleeH,مَاشي مْليحْ,military
Algerian,B-09-33,Clean,nqee,نْقي,military
Algerian,B-09-34,Dark,meDlaam,مَظْلام,military
Algerian,B-09-35,Difficult,waa’aR,وَاعَرْ,military
Algerian,B-09-36,Dirty,mwusaKh,مْوَسَخ,military
Algerian,B-09-37,Dry,naashif,نَاشَفْ,military
Algerian,B-09-38,Easy,saahel,سَاهَلْ,military
Algerian,B-09-39,Empty,faaRagh,فَارَغْ,military
Algerian,B-09-40,Expensive,ghaalee,غَالي,military
Algerian,B-09-41,Fast,saRee’,سَريعْ,military
Algerian,B-09-42,Foreign,baRaanee,بَرَانِي,military
Algerian,B-09-43,Full,m’amaR,مْعَمَرْ,military
Algerian,B-09-44,Good,mleeH,مْليحْ,military
Algerian,B-09-45,Hard (firm),S-HeeH,صحيح,military
Algerian,B-09-46,Heavy,tqeel,تْقيلْ,military
Algerian,B-09-47,Inexpensive,RaKheeS,رخيس,military
Algerian,B-09-48,Light (illumination),Daawee,ضاوي,military
Algerian,B-09-49,Light (weight),Khfeef,خفيف,military
Algerian,B-09-50,Local,maHalee,مَحَلي,military
Algerian,B-09-51,New,jdeed,جْديدْ,military
Algerian,B-09-52,Noisy,feeh il-Hus,فِيهْ الحَسْ,military
Algerian,B-09-53,Old (about things),qdeem,قْديمْ,military
Algerian,B-09-54,Old (about people),kbeeR,كْبيرْ,military
Algerian,B-09-55,Powerful,foR,فور,military
Algerian,B-09-56,Quiet (person),mit-haden,مَتْهَدَنْ,military
Algerian,B-09-57,Right / Correct,il-Haq,الحَق,military
Algerian,B-09-58,Slow,tqeel,تْقيل,military
Algerian,B-09-59,Soft,TaRee,طري,military
Algerian,B-09-60,Very,bizaaf,بزاف,military
Algerian,B-09-61,Weak,Da’eef,ضعيف,military
Algerian,B-09-62,Wet,mshimaKh,مشَمَخ,military
Algerian,B-09-63,Wrong / Incorrect,ghaaleT,غالطَ,military
Algerian,B-09-64,Young,SgheeR,صْغيرْ,military
Algerian,B-09-65,Few / Little,shweeya,شْوِيَ,military
Algerian,B-09-66,Many / Much,bizaaf,بَزَافْ,military
Algerian,B-09-67,Part,shweeya min,شْوِيَ مَنْ,military
Algerian,B-09-68,Some / A few,shweeya,شويَ,military
Algerian,B-09-69,Whole,kaamil,كامل,military
Algerian,B-10-1,Emergency!,iRjans!,أرُْجَنْس!,military
Algerian,B-10-2,We need a doctor!,nesaHqoo Tabeeb!,نَسَحْقو طبيب!,military
Algerian,B-10-3,Distress signal,seenyaal ntaa’ deetRes,سينْيالْ نْتَاعْ دِتْرَسْ,military
Algerian,B-10-4,Help!,‘aawin-nee!,عاوني!,military
Algerian,B-10-5,Evacuate the area!,iKhloo haad il-jeeha!,اخْلوا هَادْ الجِيهَا!,military
Algerian,B-11-1,Food,il-maakla,المَاكْلَ,military
Algerian,B-11-10,Bread,il-Khubz,الخُبْزْ,military
Algerian,B-11-11,Butter,iz-zibda,الزْبْدَ,military
Algerian,B-11-12,Cheese,il-faRmaaj,الفَرْمَاجْ,military
Algerian,B-11-13,Coffee,il-qah-wa,القَهْوَ,military
Algerian,B-11-14,Fish,il-Hoot,الحُوتْ,military
Algerian,B-11-15,Flour,il-faaReena,الفارينَ,military
Algerian,B-11-16,Fruit,il-faakeeya,الفَاكْيَ,military
Algerian,B-11-17,Meat,il-Ham,اللْحَمْ,military
Algerian,B-11-18,Milk,la-Hleeb,لحَْليبْ,military
Algerian,B-11-19,Oil,iz-zeet,الزيتْ,military
Algerian,B-11-2,Can,bwaaTa,بْواطَ,military
Algerian,B-11-20,Potatoes,il-baaTaaTa,البَاطَاطَا,military
Algerian,B-11-21,Rice,iR-Roz,الرُوزْ,military
Algerian,B-11-22,Salt,il-milH,المَلْحْ,military
Algerian,B-11-23,Soup,ish-shuRba,الشُرْبَ,military
Algerian,B-11-24,Sugar,is-sukaR,السُكُرْ,military
Algerian,B-11-25,Tea,laa-taay,لتَاي,military
Algerian,B-11-26,Vegetables,il-KhuDRa,الخُضْرَ,military
Algerian,B-11-27,Water,il-maa,المَا,military
Algerian,B-11-28,Wine,ish-shaRaab,الشْرَابْ,military
Algerian,B-11-29,Drink,eshRab,أشُْرَبْ,military
Algerian,B-11-3,Cup,iT-Taas,الطَاسْ,military
Algerian,B-11-30,Eat,kool,كُولْ,military
Algerian,B-11-31,Don’t push! We have plenty of food.,maa-Tbaash! ‘and- naa al-maakla bizaaf,ماطَبعش! عندنا الماكلَ بزافَ,military
Algerian,B-11-32,Give me your bowl.,‘aTeenee Taasek,أعْطيني طَاسَكْ,military
Algerian,B-11-33,Is the water safe to drink?,haad il-maa mleeH leshReeb?,هَد المَا مليح لشَريب؟,military
Algerian,B-11-34,Boil the water.,ghalee il-maa,غَلي المَا,military
Algerian,B-11-35,Wash your hands.,aghsil yedeek,أغُْسَلْ يَديكْ,military
Algerian,B-11-36,Wash yourself here.,aghsil RooHek hnaa,أغُْسَلْ رُوحَكْ هْنَا,military
Algerian,B-11-37,We need ___ liters of potable water.,s-Haqeenaa ___ leeteRaat maa taa’ shReeb,سْحَقينا ___ لتِراتْ مَاء تاعْ شْريبْ,military
Algerian,B-11-38,Where is the latrine?,ween Raahee beet iR-RaaHa?,وين راهي بيت الراحَ,military
Algerian,B-11-39,The latrine is to the ___.,beet iR-RaaHa ‘ala ___,بيت الراحَ على___,military
Algerian,B-11-4,Fork,fuRsheeTa,فَرشيَطَ,military
Algerian,B-11-40,The latrine is to the left.,leesRa,ليسرَ,military
Algerian,B-11-41,The latrine is to the right.,leemna,ليمنَ,military
Algerian,B-11-42,The latrine is straight ahead.,qbaala,قبالَ,military
Algerian,B-11-43,Is the food fresh?,haad il-maakla fReeshka?,هَدِ الماكلَ فريشكَ؟,military
Algerian,B-11-44,Is the food spoiled?,haad il-maakla faasda?,هَدِ الماكلَ فاسدَة؟,military
Algerian,B-11-45,Burn this ___.,HRaq haad ___,أحْرَقْ هَدَ___,military
Algerian,B-11-5,Knife,moos,مُو سْ,military
Algerian,B-11-6,Plate,Tabsee,طَبْسي,military
Algerian,B-11-7,Spoon,mughRaf,مغَرفَ,military
Algerian,B-11-8,Beans,loobya,لوبيَ,military
Algerian,B-11-9,Beer,il-beeRa,البيرَ,military
Algerian,B-12-1,Gasoline,benzeen,بَنزين ْ,military
Algerian,B-12-10,We need ___.,s-Haqeena ___,سْحَقينَا___,military
Algerian,B-12-11,400-cycle,Rab’ameeyaat dooRa,رَبْعَمْياتْ دورَة,military
Algerian,B-12-12,3-phase,tlaata maRaaHil,تْلَاتَ مَرَاحِلْ,military
Algerian,B-12-13,Alternating current,tiyaaR mutaRed,تَيار مُتَردد,military
Algerian,B-12-14,115-volt,meeya oo- KhamsTaash fawlt,ميا و خْمَسْطاشْ فولت,military
Algerian,B-12-2,Oil,zeet,زيت,military
Algerian,B-12-3,Diesel,id-deezel,الديزال,military
Algerian,B-12-4,Gas (propane),il-gaaz,القاز,military
Algerian,B-12-5,Liters,leetRaat,ليترات,military
